"NYC_extract.DBA";"NYC_extract.TripAdvisor.URL";"NYC_extract.INSPECTION.DATE";"NYC_extract.VIOLATION.DESCRIPTION";"NYC_extract.SCORE";"NYC_extract.GRADE"
"126535";"IL CORTILE RESTAURANT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d424422-Reviews-Il_Cortile_Restaurant-New_York_City_New_York.html";"01/30/2019";"Evidence of mice or live mice present in facility's food and/or non-food areas.";18;""
"126537";"NINO'S RESTAURANT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d478277-Reviews-Nino_s_Restaurant-New_York_City_New_York.html";"02/27/2020";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";12;"A"
"126727";"BUONA NOTTE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d424306-Reviews-Buona_Notte-New_York_City_New_York.html";"01/17/2019";"Evidence of mice or live mice present in facility's food and/or non-food areas.";12;""
"126785";"BALLATO'S RESTAURANT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d423331-Reviews-Emilio_s_Ballato-New_York_City_New_York.html";"08/29/2019";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";13;"A"
"126817";"CAFFE PALERMO";"https://www.tripadvisor.com/Restaurant_Review-g60763-d527499-Reviews-Caffe_Palermo-New_York_City_New_York.html";"08/09/2017";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";50;""
"126899";"LATTANZI";"https://www.tripadvisor.com/Restaurant_Review-g60763-d478621-Reviews-Lattanzi_Ristorante-New_York_City_New_York.html";"08/08/2019";"Evidence of mice or live mice present in facility's food and/or non-food areas.";34;""
"126952";"PATSY'S PIZZERIA RESTAURANT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d478026-Reviews-Patsy_s_Italian_Restaurant-New_York_City_New_York.html";"06/10/2019";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";61;""
"126961";"FABIO RESTAURANT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d5643291-Reviews-Fabio_Cucina_Italiana-New_York_City_New_York.html";"08/07/2019";"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.";12;"A"
"126976";"BELLA BLU";"https://www.tripadvisor.com/Restaurant_Review-g60763-d491116-Reviews-Bella_Blu-New_York_City_New_York.html";"01/17/2017";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";13;"A"
"127220";"PALMA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d423264-Reviews-Palma-New_York_City_New_York.html";"08/06/2019";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";9;"A"
"127249";"DON GIOVANNI RESTAURANT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d424487-Reviews-Don_Giovanni-New_York_City_New_York.html";"05/31/2018";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";23;""
"127258";"AI FIORI";"https://www.tripadvisor.com/Restaurant_Review-g60763-d2005229-Reviews-Ai_Fiori-New_York_City_New_York.html";"06/03/2019";"Proper sanitization not provided for utensil ware washing operation.";12;"A"
"127278";"DUE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d423866-Reviews-Due_Restaurant-New_York_City_New_York.html";"11/30/2017";"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.";7;"A"
"127290";"GRADISCA RESTAURANT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d445197-Reviews-Gradisca-New_York_City_New_York.html";"11/12/2019";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";34;""
"127353";"CASA DI ISACCO";"https://www.tripadvisor.com/Restaurant_Review-g60763-d1557580-Reviews-Trattoria_Casa_di_Isacco-New_York_City_New_York.html";"01/11/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";10;""
"127354";"BECCO";"https://www.tripadvisor.com/Restaurant_Review-g60763-d424429-Reviews-Becco-New_York_City_New_York.html";"10/23/2019";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";13;"A"
"127467";"MAX RESTAURANT";"https://www.tripadvisor.com/Restaurant_Review-g46531-d3205883-Reviews-Max_s_Restaurant-Jersey_City_New_Jersey.html";"04/05/2019";"Live roaches present in facility's food and/or non-food areas.";12;""
"127539";"LOCANDA VERDE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d1048640-Reviews-Locanda_Verde-New_York_City_New_York.html";"05/02/2017";"Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.";12;"A"
"127589";"BOTTINO";"https://www.tripadvisor.com/Restaurant_Review-g60763-d426214-Reviews-Bottino-New_York_City_New_York.html";"03/28/2019";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";11;"A"
"127648";"TONY'S DI NAPOLI";"https://www.tripadvisor.com/Restaurant_Review-g60763-d543689-Reviews-Tony_s_Di_Napoli_Midtown-New_York_City_New_York.html";"07/29/2019";"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.";21;""
"127650";"SOFIA'S LITTLE ITALY";"https://www.tripadvisor.com/Restaurant_Review-g60763-d2086556-Reviews-Sofia_s-New_York_City_New_York.html";"05/23/2019";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";8;"A"
"127685";"UVA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d848335-Reviews-Uva-New_York_City_New_York.html";"07/30/2018";"Evidence of mice or live mice present in facility's food and/or non-food areas.";9;"A"
"127806";"CAFE FIORELLO";"https://www.tripadvisor.com/Restaurant_Review-g60763-d425554-Reviews-Cafe_Fiorello-New_York_City_New_York.html";"03/10/2020";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";13;"A"
"127838";"CAFFE NAPOLI";"https://www.tripadvisor.com/Restaurant_Review-g60763-d479313-Reviews-Caffe_Napoli-New_York_City_New_York.html";"04/15/2019";"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.";24;""
"127944";"IL CANTINORI RESTAURAUNT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d424422-Reviews-Il_Cortile_Restaurant-New_York_City_New_York.html";"02/07/2018";"Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.";26;""
"127969";"LA CAVA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d1998586-Reviews-La_Cava-New_York_City_New_York.html";"05/08/2019";"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.";9;"A"
"128008";"REMI";"https://www.tripadvisor.com/Restaurant_Review-g60763-d424455-Reviews-Remi-New_York_City_New_York.html";"04/16/2019";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";19;""
"128009";"STUDIO CAFE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d8463826-Reviews-Studio_Cafe_at_The_Whitney_Museum_of_American_Art-New_York_City_New_York.html";"06/20/2017";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";10;"A"
"128019";"VOLARE RESTAURANT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d423310-Reviews-Volare-New_York_City_New_York.html";"05/03/2017";"Evidence of mice or live mice present in facility's food and/or non-food areas.";26;""
"128061";"SUPPER";"https://www.tripadvisor.com/Restaurant_Review-g60763-d457896-Reviews-Supper_Restaurant-New_York_City_New_York.html";"04/26/2019";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";25;""
"128064";"TRATTORIA TRE COLORI";"https://www.tripadvisor.com/Restaurant_Review-g60763-d477311-Reviews-Trattoria_Trecolori-New_York_City_New_York.html";"06/04/2018";"\\Wash handsâ€ sign not posted at hand wash facility.";22;""
"128129";"LA PECORA BIANCA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d8545251-Reviews-La_Pecora_Bianca-New_York_City_New_York.html";"11/27/2017";"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.";11;"A"
"128185";"POLPETTE 71";"https://www.tripadvisor.com/Restaurant_Review-g60763-d12012573-Reviews-Polpette_71-New_York_City_New_York.html";"05/16/2018";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";20;""
"128249";"BOTTEGA RESTAURANT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d2708960-Reviews-Bottega_Restaurant-New_York_City_New_York.html";"05/16/2016";"Live roaches present in facility's food and/or non-food areas.";29;""
"128292";"DEL POSTO RISTORANTE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d598053-Reviews-Del_Posto-New_York_City_New_York.html";"02/05/2019";"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.";13;"A"
"128343";"VALBELLA MIDTOWN";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4038824-Reviews-Valbella_Midtown-New_York_City_New_York.html";"06/12/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";9;"A"
"128413";"LAMARCA PASTA RESTAURANT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d424132-Reviews-Lamarca-New_York_City_New_York.html";"01/26/2018";"Wiping cloths soiled or not stored in sanitizing solution.";7;"A"
"128416";"OLIVE GARDEN";"https://www.tripadvisor.com/Restaurant_Review-g60763-d617221-Reviews-Olive_Garden-New_York_City_New_York.html";"03/22/2019";"Live roaches present in facility's food and/or non-food areas.";29;""
"128517";"CAFFE DEI FIORI RISTORANTE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d7790161-Reviews-Caffe_Dei_Fiori-New_York_City_New_York.html";"05/31/2016";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";10;"A"
"128533";"SANT AMBROEUS";"https://www.tripadvisor.com/Restaurant_Review-g60763-d524733-Reviews-Sant_Ambroeus-New_York_City_New_York.html";"12/06/2017";"Live roaches present in facility's food and/or non-food areas.";18;""
"128594";"LAMARCA PASTA RESTAURANT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d424132-Reviews-Lamarca-New_York_City_New_York.html";"05/30/2018";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";10;"A"
"128597";"AUNT JAKE'S";"https://www.tripadvisor.com/Restaurant_Review-g60763-d18003539-Reviews-Aunt_Jake_s_NYC-New_York_City_New_York.html";"01/16/2020";"Evidence of mice or live mice present in facility's food and/or non-food areas.";22;"N"
"128648";"LASAGNA RESTAURANT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d614203-Reviews-LR_Lasagna_Restaurant-New_York_City_New_York.html";"01/24/2018";"Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.";11;"A"
"128707";"LASAGNA RESTAURANT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d614203-Reviews-LR_Lasagna_Restaurant-New_York_City_New_York.html";"04/24/2019";"Thawing procedures improper.";40;""
"128737";"Bigoi Venezia";"https://www.tripadvisor.com/Restaurant_Review-g60763-d12729494-Reviews-Bigoi_Venezia-New_York_City_New_York.html";"09/03/2019";"Evidence of rats or live rats present in facility's food and/or non-food areas.";10;"A"
"128826";"CAPPONE'S SALUMERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d7255969-Reviews-Cappone_s_Salumeria-New_York_City_New_York.html";"05/06/2019";"Proper sanitization not provided for utensil ware washing operation.";12;"A"
